39, State-gov,4, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2,0,40, United-States, <=50K
42, Self-emp-not-inc,2, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
48, Private,2, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
31, Private,11, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,42, United-States, <=50K
52, Private,24, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private,6, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,11, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,6, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,16, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,40, United-States, >50K
56, Private,12, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,14, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,8, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
36, Private,7, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,2, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,1, 9th,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
60, State-gov,21, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
70, Self-emp-not-inc,12, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private,6, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private,5, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,15, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
37, Private,11, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,29,50, United-States, <=50K
50, Self-emp-not-inc,8, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,97,0,50, United-States, >50K
68, Private,13, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,37,55, United-States, >50K
28, Private,10, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
32, Private,12, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,12, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,10,0,50, United-States, >50K
18, Private,10, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
45, Private,12, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private,13, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
38, Private,12, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Private,6, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,3, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private,31, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,3, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,0,40, United-States, >50K
53, Self-emp-inc,8, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,14,0,50, United-States, >50K
18, Private,24, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private,14, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
50, Private,10, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
63, ?,5, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,21, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,40, United-States, <=50K
48, Private,10, 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,8, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,33, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,50, Peru, <=50K
30, ?,18, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private,15, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
55, Local-gov,15, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private,11, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private,22, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
50, Private,11, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
32, Private,13, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,30, United-States, <=50K
18, Private,7, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,3, HS-grad,9, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private,5, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
32, Private,11, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
23, Local-gov,13, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private,11, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private,8, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc,10, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
32, Private,5, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, State-gov,6, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private,10, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
28, Private,20, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,22,40, United-States, <=50K
43, Private,11, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,8, 10th,6, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
30, Private,12, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
34, State-gov,12, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private,8, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private,11, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
42, Private,34, Preschool,1, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
18, Private,5, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
81, Private,5, Bachelors,13, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private,7, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,8, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
20, Private,45, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private,5, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, State-gov,7, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private,22, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private,5, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
56, Private,2, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,30,40, United-States, <=50K
35, Private,9, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
34, Private,2, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Local-gov,10, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
28, Private,22, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, ?, <=50K
35, Private,25, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
29, Private,8, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,10, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Columbia, <=50K
52, Self-emp-not-inc,7, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,95, United-States, >50K
45, Private,28, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,14, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, ?,13, HS-grad,9, Married-civ-spouse, ?, Other-relative, White, Female,0,0,25, United-States, <=50K
21, ?,16, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private,12, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,5, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,6, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Canada, <=50K
29, Private,11, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
29, State-gov,16, 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private,11, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,19, 10th,6, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
52, Private,10, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private,7, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
32, State-gov,7, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Private,17, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,4,0,48, United-States, <=50K
32, Private,12, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, ?, <=50K
33, Private,17, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,15, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
28, Private,6, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Without-pay,10, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
46, Local-gov,7, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,14,0,40, United-States, >50K
32, Private,20, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,64, United-States, <=50K
26, Private,12, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc,14, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,0,40, United-States, >50K
57, Federal-gov,10, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
52, Private,4, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7,0,45, United-States, >50K
35, Self-emp-not-inc,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private,7, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
49, Private,7, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
47, Private,16, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, ?, >50K
38, Private,12, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,32, United-States, <=50K
30, Private,24, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,12, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
32, Private,6, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
46, Private,11, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private,3, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Local-gov,3, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc,9, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States, >50K
47, Private,13, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private,3, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
36, Local-gov,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,9, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
37, Private,13, 11th,7, Married-spouse-absent, Other-service, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-inc,11, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
64, Private,7, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,40, United-States, <=50K
17, Private,12, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
23, Private,11, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
40, Private,5, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, State-gov,11, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,14,0,50, United-States, >50K
37, Self-emp-not-inc,2, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States, <=50K
35, Federal-gov,5, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc,10, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private,8, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Local-gov,6, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
48, State-gov,6, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
24, Private,15, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
33, Private,3, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,20, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
34, Private,10, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,42, United-States, <=50K
24, ?,1, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,29, Some-college,10, Never-married, Exec-managerial, Own-child, Other, Male,0,0,24, Peru, <=50K
49, Private,11, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,97,0,65, United-States, >50K
18, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
20, Private,23, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private,4, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
19, Private,11, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, >50K
34, ?,16, 12th,8, Separated, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private,9, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,8, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,15, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private,9, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private,11, Doctorate,16, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private,15, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
42, Private,8, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Private,3, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc,10, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private,4, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,9, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Private,15, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,40, United-States, <=50K
24, Private,17, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Jamaica, <=50K
22, Private,10, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private,14, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private,16, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private,18, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private,7, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,14,0,40, ?, >50K
57, Private,4, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,21, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
37, Local-gov,11, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
35, Self-emp-inc,10, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
17, Private,9, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
36, Local-gov,20, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Private,17, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private,8, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3,0,35, United-States, <=50K
27, State-gov,12, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, United-States, <=50K
28, Private,17, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,27,30, United-States, <=50K
29, Self-emp-not-inc,4, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,97,0,60, United-States, >50K
25, Private,6, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-inc,12, Assoc-acdm,12, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,67, United-States, <=50K
29, State-gov,9, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
19, Private,25, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,2, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,12, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
43, Federal-gov,5, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc,13, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,14, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Federal-gov,12, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
40, Private,8, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private,4, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
17, ?,12, 10th,6, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private,11, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private,12, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Local-gov,9, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
72, Self-emp-not-inc,12, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
46, Private,7, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
33, Private,10, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,37, United-States, <=50K
22, Private,5, 9th,5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
17, ?,8, 11th,7, Never-married, ?, Other-relative, White, Female,0,0,25, United-States, <=50K
41, Private,11, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, ?, >50K
46, Private,4, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
33, Private,8, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private,13, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
52, Self-emp-not-inc,10, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,14, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, State-gov,21, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K
22, Private,7, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private,17, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, ?,8, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,42, United-States, <=50K
38, Private,12, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,2, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
49, Private,11, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc,10, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
48, Private,11, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3,0,46, United-States, >50K
31, Private,10, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc,7, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
25, Private,10, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,37, United-States, <=50K
68, Private,7, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,19,0,45, United-States, >50K
18, ?,10, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,20, United-States, <=50K
19, Private,3, 12th,8, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, United-States, <=50K
35, Self-emp-inc,8, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private,8, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
53, Private,6, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,2,0,40, United-States, <=50K
33, Private,15, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,41, United-States, <=50K
20, Private,12, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,22, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private,16, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private,6, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Private,10, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,11, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private,6, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,10, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Private,10, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
37, Private,7, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private,18, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
21, Private,12, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
47, Private,9, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85, United-States, >50K
23, Private,12, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,3, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
60, ?,8, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,33,25, South, <=50K
17, Private,16, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
67, Private,20, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
57, Private,6, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
17, Private,10, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Peru, <=50K
53, Private,10, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc,15, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,50, United-States, >50K
